# folder, file_index, meas_index, Unix_time_NZ, GPS_lon, GPS_lat, snow_depth
20231116_S01_to_S02, 1, 1000, 1700098391.8689866, 166.8557327753212, -77.87260078796233
20231116_S01_to_S02, 1, 1001, 1700098391.9692376, 166.85572046063822, -77.87260078277977
20231116_S01_to_S02, 1, 1002, 1700098392.069486, 166.85570814627732, -77.87260077759734
20231116_S01_to_S02, 1, 1003, 1700098392.169733, 166.85569583206276, -77.87260077241498
20231116_S01_to_S02, 1, 1004, 1700098392.2699802, 166.85568351784818, -77.87260076723263
20231116_S01_to_S02, 1, 1005, 1700098392.3702385, 166.85567120225707, -77.87260076204969
20231116_S01_to_S02, 1, 1006, 1700098392.4861016, 166.85565696980282, -77.87260075606002
20231116_S01_to_S02, 1, 1007, 1700098392.5863485, 166.85564465561743, -77.87260075087768
20231116_S01_to_S02, 1, 1008, 1700098392.6865969, 166.8556323412563, -77.87260074569525
20231116_S01_to_S02, 1, 1009, 1700098392.786844, 166.85562002704157, -77.87260074051288
20231116_S01_to_S02, 1, 1010, 1700098392.8870919, 166.85560771273907, -77.8726007353305
20231116_S01_to_S02, 1, 1011, 1700098392.9873512, 166.85559539703078, -77.87260073014751
20231116_S01_to_S02, 1, 1012, 1700098393.1032135, 166.85558116466444, -77.87260072415789
20231116_S01_to_S02, 1, 1013, 1700098393.2034626, 166.85556885021558, -77.87260071897543
20231116_S01_to_S02, 1, 1014, 1700098393.303709, 166.85555653608893, -77.8726007137931
20231116_S01_to_S02, 1, 1015, 1700098393.4039574, 166.8555442217281, -77.87260070861069
20231116_S01_to_S02, 1, 1016, 1700098393.5042064, 166.85553190727956, -77.87260070342823
20231116_S01_to_S02, 1, 1017, 1700098393.6044686, 166.8555195912203, -77.8726006982451
20231116_S01_to_S02, 1, 1018, 1700098393.7203326, 166.85550535864965, -77.8726006922554
20231116_S01_to_S02, 1, 1019, 1700098393.8205826, 166.8554930440843, -77.87260068707289
20231116_S01_to_S02, 1, 1020, 1700098393.9273345, 166.8554799308336, -77.87260068155426
20231116_S01_to_S02, 1, 1021, 1700098394.0275834, 166.85546761641513, -77.87260067637183
20231116_S01_to_S02, 1, 1022, 1700098394.1278498, 166.85545529982952, -77.87260067118845
20231116_S01_to_S02, 1, 1023, 1700098394.228118, 166.85544298303915, -77.87260066600503
20231116_S01_to_S02, 1, 1024, 1700098394.3283665, 166.8554306686504, -77.87260066082257
20231116_S01_to_S02, 1, 1025, 1700098394.4286246, 166.85541835309027, -77.87260065563966
20231116_S01_to_S02, 1, 1026, 1700098394.5445213, 166.85540411650857, -77.87260064964828
20231116_S01_to_S02, 1, 1027, 1700098394.6447687, 166.85539180226627, -77.87260064446589
20231116_S01_to_S02, 1, 1028, 1700098394.7450185, 166.855379487731, -77.87260063928339
20231116_S01_to_S02, 1, 1029, 1700098394.845265, 166.85536717360554, -77.87260063410106
20231116_S01_to_S02, 1, 1030, 1700098394.9455218, 166.85535485819125, -77.8726006289182
20231116_S01_to_S02, 1, 1031, 1700098395.0613964, 166.85534062433234, -77.87260062292799
20231116_S01_to_S02, 1, 1032, 1700098395.1616287, 166.8553283119342, -77.87260061774636
20231116_S01_to_S02, 1, 1033, 1700098395.2618766, 166.85531599763235, -77.87260061256396
20231116_S01_to_S02, 1, 1034, 1700098395.3621244, 166.85530368333042, -77.87260060738156
20231116_S01_to_S02, 1, 1035, 1700098395.4623725, 166.85529136899925, -77.87260060219917
20231116_S01_to_S02, 1, 1036, 1700098395.5626335, 166.85527905308652, -77.87260059701607
20231116_S01_to_S02, 1, 1037, 1700098395.6784909, 166.855264821336, -77.87260059102672
20231116_S01_to_S02, 1, 1038, 1700098395.7787397, 166.8552525069171, -77.8726005858443
20231116_S01_to_S02, 1, 1039, 1700098395.8789878, 166.85524019258622, -77.87260058066187
20231116_S01_to_S02, 1, 1040, 1700098395.9792392, 166.8552278778455, -77.87260057547928
20231116_S01_to_S02, 1, 1041, 1700098396.0794969, 166.8552155623434, -77.87260057029638
20231116_S01_to_S02, 1, 1042, 1700098396.1953602, 166.85520132986136, -77.87260056430672
